oversubscription,failure_rate_per_node_day,n_pool,productive_accelerators,productive_per_pool
7.0,0.005,55110,23474.090167849175,0.4259497399355684
7.0,0.005,59065,24286.158903990654,0.41117682051960813
7.0,0.005,63152,25054.161882850007,0.3967279244180708
7.0,0.005,67503,25798.09316603087,0.382176987186212
7.0,0.005,72249,26532.13793933085,0.3672319054842399
7.0,0.005,77391,27242.824908328508,0.3520154140446371
7.0,0.005,82796,27905.008446413216,0.3370332920239289
7.0,0.005,88597,28529.121754608685,0.32201002014299224
7.0,0.005,94793,29105.960547012954,0.3070475725740609
7.0,0.005,101385,29629.10480779615,0.2922434759362445
7.0,0.005,108505,30102.549830810513,0.2774300707876182
7.0,0.005,116152,30517.445122078454,0.2627371472043396
7.0,0.005,124194,30862.082620378602,0.24849898240155405
7.0,0.005,132895,31144.240225058762,0.23435223465938343
7.0,0.005,135005,31199.644560395845,0.2310999189688963
7.0,0.015,4219,2963.910377979539,0.7025149035267929
7.0,0.015,4351,3046.9863598151937,0.7002956469352318
7.0,0.015,4483,3129.5784472470746,0.6980991405860082
7.0,0.015,4615,3211.6914588166082,0.6959244764499692
7.0,0.015,4747,3293.330071121128,0.6937708175945078
7.0,0.015,4879,3374.4988281056353,0.6916373904705135
7.0,0.015,5010,3455.2021494605865,0.6896611076767638
7.0,0.015,5142,3535.4443382343034,0.6875621038962083
7.0,0.015,5274,3615.2295877534348,0.6854815297219254
7.0,0.015,5406,3694.5619879311735,0.68341879170018
7.0,0.015,5538,3773.4455310320864,0.6813733353254038
7.0,0.015,5670,3851.884116953318,0.6793446414379749
7.0,0.015,5801,3929.8815580739465,0.6774489843257967
7.0,0.015,5933,4007.4415837175015,0.6754494494720211
7.0,0.015,6065,4084.567844267317,0.6734654318660045
7.0,0.015,6197,4161.263914969327,0.6714965168580486
7.0,0.015,6329,4237.533299452754,0.6695423130751705
7.0,0.015,6724,4462.517544107065,0.6636700690224665
7.0,0.015,7252,4758.265470164957,0.6561314768567232
7.0,0.015,7779,5047.588331267147,0.6488736767280044
7.0,0.015,8306,5330.67316287548,0.6417858370907151
7.0,0.015,8834,5607.696047895288,0.6347856065084093
7.0,0.015,9493,5945.702835033666,0.6263249589206432
7.0,0.015,10152,6273.45757815004,0.6179528741282545
7.0,0.015,10811,6593.787714267378,0.6099146900626563
7.0,0.015,11602,6967.184801586743,0.6005158422329548
7.0,0.015,12393,7329.001688818259,0.5913823681770564
7.0,0.015,13316,7735.761468668147,0.5809373286773917
7.0,0.015,14239,8129.083603590053,0.57090270409369
7.0,0.015,15294,8561.500347205361,0.5597947134304538
7.0,0.015,16349,8975.274620638222,0.5489800367385297
7.0,0.015,17403,9373.439567399058,0.5386105595241658
7.0,0.015,18722,9848.783927723214,0.5260540501935271
7.0,0.015,20040,10299.33557160456,0.5139389007786707
7.0,0.015,21359,10728.551883125172,0.5022965439920021
7.0,0.015,22941,11214.581556514982,0.48884449485702375
7.0,0.015,24523,11672.822145195207,0.475994867887094
7.0,0.015,26237,12137.74389725004,0.462619350430691
7.0,0.015,28082,12606.202338067998,0.4489068562804643
7.0,0.015,30060,13071.44421482491,0.4348451169269764
7.0,0.015,32038,13502.319383874437,0.4214470124188288
7.0,0.015,34411,13978.293764550435,0.406215854364896
7.0,0.015,36784,14411.043643244204,0.391774783689762
7.0,0.015,39289,14825.690434068812,0.3773496508964039
7.0,0.015,42057,15237.911352204956,0.36231569898482907
7.0,0.015,44958,15622.44306543368,0.3474897251975995
7.0,0.015,48122,15991.959199649496,0.3323211670265055
7.0,0.015,51550,16339.294845992968,0.31696013280296736
7.0,0.015,55110,16647.78995719671,0.3020829242822847
7.0,0.015,59065,16935.189539289073,0.2867212315125552
7.0,0.015,63152,17178.033511826852,0.2720109182896322
7.0,0.015,67503,17383.02814219901,0.2575148977408265
7.0,0.015,72249,17552.90552542995,0.24295015191116762
7.0,0.015,77391,17681.31458979041,0.22846732294182023
7.0,0.015,82796,17763.493843598433,0.21454531430985113
7.0,0.015,88597,17801.119682092107,0.20092237527334003
7.0,0.015,94793,17792.120371872417,0.18769445393512618
7.0,0.015,101385,17736.494933797996,0.17494200260194304
7.0,0.015,108505,17633.623246552714,0.16251438409799285
7.0,0.015,116152,17483.14600411054,0.1505195433923698
7.0,0.015,124194,17289.557803990825,0.13921411504574155
7.0,0.015,132895,17049.406193368057,0.12829230741087366
7.0,0.015,135005,16987.171633424423,0.1258262407571899
16.0,0.001,4219,3207.012371077583,0.7601356651049023
16.0,0.001,4351,3302.6053487746367,0.7590451272752555
16.0,0.001,4483,3397.954892937748,0.7579645087971778
16.0,0.001,4615,3493.062641015406,0.7568933133294488
16.0,0.001,4747,3587.9301771971996,0.7558310885184747
16.0,0.001,4879,3682.559036319073,0.7547774208483445
16.0,0.001,5010,3776.950707368643,0.753882376720288
16.0,0.001,5142,3871.106636641678,0.7528406527891245
16.0,0.001,5274,3965.0282305924143,0.7518066421297713
16.0,0.001,5406,4058.71685841523,0.7507800330031872
16.0,0.001,5538,4152.173854388753,0.749760537087171
16.0,0.001,5670,4245.400520010111,0.7487478871270037
16.0,0.001,5801,4338.398125942307,0.7478707336566639
16.0,0.001,5933,4431.167913795578,0.7468680117639606
16.0,0.001,6065,4523.711097760244,0.745871574239117
16.0,0.001,6197,4616.028866106592,0.7448812112484415
16.0,0.001,6329,4708.122382565509,0.7438967265864289
16.0,0.001,6724,4979.764061385698,0.7405954880109605
16.0,0.001,7252,5342.78157056625,0.7367321525877344
16.0,0.001,7779,5702.316565231693,0.7330397949905763
16.0,0.001,8306,6058.4318742523155,0.7294042709188918
16.0,0.001,8834,6411.186827242854,0.7257399623322225
16.0,0.001,9493,6847.490559377008,0.7213199788662181
16.0,0.001,10152,7275.178854122584,0.7166251826361884
16.0,0.001,10811,7701.030115030455,0.7123328198159703
16.0,0.001,11602,8205.610466356271,0.7072582715356207
16.0,0.001,12393,8703.310898233416,0.7022763574786909
16.0,0.001,13316,9271.972373121704,0.6963031220427834
16.0,0.001,14239,9834.741925296514,0.6906904926818256
16.0,0.001,15294,10467.209711063033,0.6843997457213962
16.0,0.001,16349,11085.2100057697,0.6780359658553857
16.0,0.001,17403,11695.34116315583,0.672030176587705
16.0,0.001,18722,12443.172558432429,0.6646283814994354
16.0,0.001,20040,13171.601725343879,0.6572655551568801
16.0,0.001,21359,13887.528706212179,0.6501956414725493
16.0,0.001,22941,14723.592341390795,0.6418025518238436
16.0,0.001,24523,15541.555759775085,0.6337542617043218
16.0,0.001,26237,16401.77523524613,0.6251391254810431
16.0,0.001,28082,17305.612981120674,0.6162528659326498
16.0,0.001,30060,18242.64213780739,0.6068743226150163
16.0,0.001,32038,19151.55867675972,0.5977763492340258
16.0,0.001,34411,20209.80345724113,0.5873064850553931
16.0,0.001,36784,21228.1381798892,0.5771024951035559
16.0,0.001,39289,22264.82504777384,0.5666936050236412
16.0,0.001,42057,23367.259439228263,0.5556092788175158
16.0,0.001,44958,24475.646783683973,0.5444113791468476
16.0,0.001,48122,25633.485321865057,0.5326770566864439
16.0,0.001,51550,26830.763951187564,0.5204803870259469
16.0,0.001,55110,28014.91503760942,0.5083454007913158
16.0,0.001,59065,29264.48872777846,0.4954624350762458
16.0,0.001,63152,30487.12802182815,0.48275791775126914
16.0,0.001,67503,31715.322435811995,0.4698357470899367
16.0,0.001,72249,32979.322327380396,0.45646752657310685
16.0,0.001,77391,34261.75125296276,0.44270976280139496
16.0,0.001,82796,35522.04079562096,0.4290308806659858
16.0,0.001,88597,36783.97740702829,0.41518310334467634
16.0,0.001,94793,38033.53094935178,0.4012272103356975
16.0,0.001,101385,39261.27243759926,0.3872493212763157
16.0,0.001,108505,40483.31295443474,0.37310089815616554
16.0,0.001,116152,41685.20006790585,0.3588849100136532
16.0,0.001,124194,42836.30345306712,0.344914435907267
16.0,0.001,132895,43967.12512491763,0.3308410784823931
16.0,0.001,135005,44223.90207655634,0.32757232751791665
16.0,0.005,4219,3114.6012474170875,0.7382321041519525
16.0,0.005,4351,3205.4948617792757,0.7367260082232304
16.0,0.005,4483,3296.0560622045527,0.7352344550980487
16.0,0.005,4615,3386.2875476407153,0.7337567817206317
16.0,0.005,4747,3476.1919297907593,0.7322923804067325
16.0,0.005,4879,3565.7717392333166,0.7308406926077714
16.0,0.005,5010,3655.029430936314,0.7295467926020587
16.0,0.005,5142,3743.967389239004,0.7281150115206154
16.0,0.005,5274,3832.587932366659,0.7266947160346339
16.0,0.005,5406,3920.8933165329377,0.7252854821555563
16.0,0.005,5538,4008.885739677109,0.7238869157957943
16.0,0.005,5670,4096.567344877288,0.7224986498901742
16.0,0.005,5801,4183.940223474619,0.7212446515212239
16.0,0.005,5933,4271.006417939683,0.7198729846518933
16.0,0.005,6065,4357.767924507781,0.7185107872230471
16.0,0.005,6197,4444.226695606505,0.7171577691796845
16.0,0.005,6329,4530.38464209663,0.7158136580971133
16.0,0.005,6724,4783.897387358664,0.7114660004995038
16.0,0.005,7252,5121.568062362358,0.7062283593991118
16.0,0.005,7779,5454.621299541803,0.7011982644995247
16.0,0.005,8306,5783.158974921319,0.6962628190369996
16.0,0.005,8834,6107.2769180935065,0.6913376633567474
16.0,0.005,9493,6506.346683227824,0.6853836177423179
16.0,0.005,10152,6895.447572997461,0.6792206041171652
16.0,0.005,10811,7281.077321229618,0.6734878661760816
16.0,0.005,11602,7735.5189694275705,0.6667401283767945
16.0,0.005,12393,8181.121679127638,0.6601405373297538
16.0,0.005,13316,8686.85808011035,0.6523624271635889
16.0,0.005,14239,9184.093700470276,0.6449956949554235
16.0,0.005,15294,9738.845134655772,0.6367755416931982
16.0,0.005,16349,10276.519730327398,0.6285717615956571
16.0,0.005,17403,10803.419158289515,0.6207791276383103
16.0,0.005,18722,11443.630714621606,0.6112397561490015
16.0,0.005,20040,12060.988859373247,0.6018457514657308
16.0,0.005,21359,12662.107681306099,0.5928230573203848
16.0,0.005,22941,13356.400641315227,0.5822065577488003
16.0,0.005,24523,14027.995264885756,0.5720342235813627
16.0,0.005,26237,14725.445003501298,0.5612472845028509
16.0,0.005,28082,15448.880400959824,0.550134620075487
16.0,0.005,30060,16187.921009996107,0.538520326347176
16.0,0.005,32038,16894.157298287413,0.5273162275512645
16.0,0.005,34411,17703.264095425027,0.5144652609754157
16.0,0.005,36784,18467.44363592439,0.5020509905373094
16.0,0.005,39289,19230.770648645004,0.48946958814540975
16.0,0.005,42057,20025.820964425307,0.4761590452106738
16.0,0.005,44958,20807.20993678591,0.46281440314929284
16.0,0.005,48122,21603.532134410983,0.4489325492375833
16.0,0.005,51550,22404.69476744406,0.43462065504256175
16.0,0.005,55110,23173.799393321708,0.42050080554022334
16.0,0.005,59065,23959.13995019875,0.4056402260255439
16.0,0.005,63152,24700.110431460424,0.39112158651286455
16.0,0.005,67503,25415.19796976858,0.3765047178609629
16.0,0.005,72249,26119.6970804082,0.36152330247350417
16.0,0.005,77391,26798.856685290044,0.3462787234341208
16.0,0.005,82796,27429.399850251335,0.3312889493484146
16.0,0.005,88597,28021.915310805256,0.31628514860328516
16.0,0.005,94793,28566.25737185364,0.3013540807006176
16.0,0.005,101385,29056.483487843798,0.28659548737824925
16.0,0.005,108505,29497.4464124432,0.271853337748889
16.0,0.005,116152,29880.171067557912,0.25725059463081057
16.0,0.005,124194,30193.432221370036,0.2431150637017089
16.0,0.005,132895,30445.25737826965,0.22909257216802476
16.0,0.005,135005,30493.577771215558,0.22586998830573354
16.0,0.015,4219,2961.7914116604,0.7020126597915146
16.0,0.015,4351,3044.7420439817356,0.6997798308392865
16.0,0.015,4483,3127.20567975369,0.6975698594141624
16.0,0.015,4615,3209.1871748556423,0.6953818363717534
16.0,0.015,4747,3290.6912427672605,0.6932149236922815
16.0,0.015,4879,3371.7224638705484,0.6910683467658431
16.0,0.015,5010,3452.2852938573565,0.6890789009695323
16.0,0.015,5142,3532.384071351041,0.686966952810393
16.0,0.015,5274,3612.023024835711,0.6848735352361985
16.0,0.015,5406,3691.2062789728207,0.6827980538240511
16.0,0.015,5538,3769.9378603740033,0.6807399531191772
16.0,0.015,5670,3848.221702889915,0.678698713031731
16.0,0.015,5801,3926.061652466918,0.6767904934437025
16.0,0.015,5933,4003.4614716166275,0.674778606373947
16.0,0.015,6065,4080.4248435380055,0.6727823319930759
16.0,0.015,6197,4156.955375926649,0.6708012547888735
16.0,0.015,6329,4233.056604501735,0.6688349825409599
16.0,0.015,6724,4455.861827741863,0.6626802242328766
16.0,0.015,7252,4750.640682937297,0.6550800721093901
16.0,0.015,7779,5038.9440264872965,0.647762440736251
16.0,0.015,8306,5320.961344905555,0.6406165837834764
16.0,0.015,8834,5596.871070787874,0.6335602298831643
16.0,0.015,9493,5933.425644090713,0.6250316700822409
16.0,0.015,10152,6257.951354345902,0.6164254683161842
16.0,0.015,10811,6576.511111431565,0.6083166322663551
16.0,0.015,11602,6947.701478443886,0.598836534946034
16.0,0.015,12393,7307.228489695949,0.5896254732264947
16.0,0.015,13316,7709.598530622377,0.5789725541170304
16.0,0.015,14239,8099.870225590067,0.5688510587534285
16.0,0.015,15294,8528.690248349743,0.5576494212338003
16.0,0.015,16349,8937.258115646157,0.5466547260166467
16.0,0.015,17403,9331.473764306209,0.5361991475208993
16.0,0.015,18722,9801.764874641627,0.5235426169555404
16.0,0.015,20040,10245.682858399692,0.5112616196806233
16.0,0.015,21359,10669.499830608893,0.49953180535647235
16.0,0.015,22941,11147.60819944927,0.48592512093846263
16.0,0.015,24523,11599.060748922586,0.47298702234321194
16.0,0.015,26237,12055.303460418709,0.4594772062514277
16.0,0.015,28082,12515.618152484498,0.4456811534963499
16.0,0.015,30060,12970.910765191495,0.4315006907914669
16.0,0.015,32038,13391.893274313865,0.4180002894785525
16.0,0.015,34411,13857.268305383022,0.40269879705277445
16.0,0.015,36784,14278.474983276474,0.3881708075053413
16.0,0.015,39289,14681.17715515663,0.373671438701841
16.0,0.015,42057,15080.544657705372,0.3585739510118499
16.0,0.015,44958,15451.97168508234,0.3436979332951275
16.0,0.015,48122,15807.675824868573,0.3284916633736871
16.0,0.015,51550,16140.631136282058,0.31310632660100984
16.0,0.015,55110,16434.824184948622,0.2982185480847146
16.0,0.015,59065,16707.153150854843,0.282860461370606
16.0,0.015,63152,16935.283116690134,0.26816701160200995
16.0,0.015,67503,17125.029307583427,0.25369286265178476
16.0,0.015,72249,17280.04641968994,0.23917350301997178
16.0,0.015,77391,17393.16745946056,0.22474405886292412
16.0,0.015,82796,17460.73563493822,0.2108886375542082
16.0,0.015,88597,17484.641569399606,0.19735026659367255
16.0,0.015,94793,17462.206372229422,0.18421409146487
16.0,0.015,101385,17393.713901221967,0.17156101890044845
16.0,0.015,108505,17279.162718635267,0.1592476173322452
16.0,0.015,116152,17118.05792759415,0.14737635105374122
16.0,0.015,124194,16914.966436761242,0.13619793578402534
16.0,0.015,132895,16666.759437788653,0.1254129909912988
16.0,0.015,135005,16602.741685536763,0.1229787169774213
